Regulon	Size	NES	p.value	FDR	Synergy	Ledge
NFAT5	51	-0.56	0.573	0.769	NA	CLIC4, TPBG, TAS2R14, TTC30B, + 21 genes
SMAD4	43	-0.56	0.573	0.769	NA	TAF1D, ATP9A, NELL1, ATL1, + 15 genes
ATF2	113	-0.58	0.565	0.765	NA	GAPDHS, PHF14, HIPK3, ZNF704, + 80 genes
ZNF155	175	-0.58	0.565	0.765	NA	C9orf103, PIGS, JMJD6, SF4, + 98 genes
ZNF554	28	-0.58	0.565	0.765	NA	ZNF555, ARHGAP39, RANBP17, GLT25D2, + 13 genes
ZNF835	113	-0.58	0.564	0.765	NA	NPIPL3, WASH3P, ZXDA, C11orf61, + 61 genes
GON4L	68	-0.58	0.562	0.765	NA	INCENP, C6orf108, HIAT1, SAMD4B, + 38 genes
BRPF1	43	-0.58	0.559	0.764	NA	WDR48, SFMBT1, NR2C2, NISCH, + 20 genes
RNF113A	222	-0.59	0.556	0.762	NA	TMEM48, SMARCD1, TRIM68, PGRMC1, + 148 genes
ZNF420	193	-0.59	0.553	0.76	NA	ZFR, GOSR2, ZNF225, MARCH8, + 133 genes
ZNF493	123	-0.59	0.552	0.759	NA	PIK3C2A, EIF4A2, ZNF131, KLF8, + 59 genes
ZNF93	84	-0.6	0.551	0.759	NA	ENOSF1, COL4A3BP, NOL3, PCP2, + 50 genes
TBX6	80	-0.6	0.549	0.759	NA	HSPB9, ZNF692, LOC100128292, NMRAL1, + 58 genes
CSDE1	75	-0.6	0.548	0.759	NA	SRP54, SNX7, ZNF468, ZFR, + 43 genes
ADNP2	80	-0.6	0.547	0.758	NA	GPR156, YLPM1, C9orf102, DPP8, + 54 genes
ZNF354A	171	-0.61	0.545	0.758	NA	SLC25A29, TBC1D10A, ARHGAP19, EFNA3, + 83 genes
RC3H1	38	-0.61	0.543	0.758	NA	PELI1, DDX41, C20orf196, RB1CC1, + 21 genes
ZNF394	30	-0.61	0.543	0.758	NA	RSL24D1, ALKBH4, BUD31, PDAP1, + 14 genes
GMEB1	43	-0.61	0.542	0.758	NA	ABCA10, PTPRG, TCEB3, PEBP1, + 22 genes
ZNF281	209	-0.61	0.539	0.755	NA	MDP1, CDC73, HEATR5A, DNAJC4, + 150 genes
ZNF354C	260	-0.62	0.536	0.752	NA	C6orf203, SFMBT2, KDM3B, FAM63B, + 188 genes
C14orf43	95	-0.62	0.534	0.751	NA	C1orf170, PNMA1, AKT1S1, C19orf61, + 54 genes
ZNF142	56	-0.62	0.534	0.751	NA	SAT2, SMG7, XDH, VDAC1, + 27 genes
CHD7	47	-0.62	0.533	0.751	NA	C11orf48, CNTLN, ZNF498, S1PR2, + 24 genes
ZNF654	106	-0.63	0.53	0.749	NA	TCEAL1, KIRREL, SNX4, GSK3B, + 66 genes
ZNF836	120	-0.63	0.529	0.748	NA	KIAA0355, TPI1P2, CPT1B, NDST1, + 88 genes
WHSC1	78	-0.64	0.524	0.743	NA	PMS1, CUX2, RGN, DNAJC16, + 55 genes
ZNF48	103	-0.64	0.52	0.739	NA	GSDMB, C8orf33, BRP44L, MGC57346, + 65 genes
ADAR	120	-0.65	0.518	0.738	NA	HSD17B3, ZNF93, AARS, FAM127C, + 67 genes
ZBTB46	69	-0.65	0.513	0.736	NA	DENND4C, CYS1, ZCCHC3, PCNX, + 30 genes
ZNF300	84	-0.65	0.513	0.736	NA	GALNT1, SFRS11, ZNF274, C15orf38, + 48 genes
GATAD1	105	-0.66	0.511	0.736	NA	DPF2, ATG9A, NSUN5P1, PDXDC2, + 52 genes
EP400	172	-0.66	0.509	0.735	NA	PDPR, LMTK2, TRIM71, FILIP1, + 108 genes
MYST4	180	-0.66	0.509	0.735	NA	SCUBE3, PGBD3, LMTK2, MIOS, + 119 genes
RBM6	147	-0.67	0.506	0.733	NA	CCDC73, TRAFD1, THUMPD2, PHKG2, + 93 genes
ZNF280B	81	-0.67	0.502	0.732	NA	JOSD1, MTMR3, SAT2, NUDT22, + 44 genes
ZNF273	82	-0.67	0.5	0.73	NA	NICN1, TSPAN17, ANLN, CAPN1, + 50 genes
ZNF7	27	-0.68	0.499	0.729	NA	PHF20L1, ZNF250, NPHP4, ZFP28, + 10 genes
ZNF34	50	-0.68	0.496	0.725	NA	PPP1R16A, FBXL6, HSF1, HRSP12, + 22 genes
ZNF514	83	-0.69	0.491	0.72	NA	SPTBN1, PNPLA3, SON, DERL2, + 56 genes
ZNF718	31	-0.69	0.49	0.719	NA	SRP14, NPIPL3, ATXN7L3B, LOC728024, + 20 genes
SMARCA5	139	-0.7	0.486	0.715	NA	KIAA0947, UPF2, A1BG, TOM1L2, + 86 genes
ZNF776	127	-0.7	0.485	0.715	NA	CDC42BPA, GFM1, HIAT1, ZNF420, + 89 genes
ZNF793	64	-0.71	0.479	0.707	NA	CHMP4B, TBC1D10A, CAPN1, PCDHGB3, + 39 genes
FOXN2	69	-0.71	0.478	0.707	NA	LYSMD3, ZBTB41, SULT1A1, MSH2, + 40 genes
VEZF1	44	-0.71	0.478	0.707	NA	CEP350, PAR5, TAOK1, NCOA2, + 26 genes
ALX3	171	-0.71	0.477	0.707	NA	JUND, TNPO3, LMTK2, ZNF420, + 120 genes
ZC3H15	80	-0.71	0.476	0.707	NA	NIF3L1, CKAP2, FCGRT, OCLM, + 40 genes
ATMIN	38	-0.71	0.475	0.706	NA	DHX38, CIAPIN1, THAP11, SVOP, + 18 genes
GABPA	77	-0.72	0.473	0.705	NA	CHMP4B, IMPA1, LIN9, TOM1, + 54 genes
REST	295	-0.72	0.472	0.704	NA	SRP72, RQCD1, RFXANK, JUND, + 211 genes
ZNF124	102	-0.72	0.471	0.704	NA	YPEL3, C11orf35, CRYGS, URB2, + 73 genes
DDIT3	189	-0.73	0.466	0.697	NA	C4orf41, FKBP11, ZNF570, TRPT1, + 144 genes
LCOR	151	-0.73	0.466	0.697	NA	GPR156, C20orf196, C1orf151, APOOL, + 105 genes
ZNF483	115	-0.74	0.462	0.693	NA	BRIP1, JOSD1, DEPDC5, ZNF99, + 86 genes
PSMD12	61	-0.74	0.459	0.69	NA	TIMM50, CYCS, HNRNPA2B1, SKA3, + 34 genes
ZNF613	28	-0.75	0.455	0.686	NA	ERF, PTCH1, HYDIN, ZNF197, + 17 genes
TRIM32	71	-0.75	0.453	0.684	NA	COBRA1, SMARCA2, ZNF510, RAB14, + 48 genes
ZNF562	68	-0.75	0.452	0.683	NA	NDUFC1, GSTM2, GAPDHS, KIF27, + 47 genes
ZFP106	108	-0.75	0.451	0.682	NA	C11orf48, DPP8, AQR, EMD, + 84 genes
ZFP28	103	-0.75	0.451	0.682	NA	ZDHHC17, ZNF44, GBA, PHF20L1, + 53 genes
GLIS3	46	-0.76	0.449	0.682	NA	MYO9A, NFX1, CAB39, C14orf43, + 25 genes
ZNF710	215	-0.76	0.446	0.68	NA	RQCD1, JUND, SAMHD1, TNPO3, + 145 genes
ZNF571	104	-0.76	0.445	0.679	NA	FCGR2C, S100A9, ATP6V0D1, VSIG4, + 64 genes
ZNF619	67	-0.77	0.442	0.676	NA	IMP3, APPL2, STAG1, CEPT1, + 26 genes
ERF	69	-0.77	0.441	0.675	NA	LSR, OXER1, ZNF613, PKMYT1, + 39 genes
TERF1	89	-0.77	0.44	0.674	NA	ZC3H15, ADRBK1, CBX1, APOBEC3F, + 62 genes
ZNF45	46	-0.77	0.44	0.674	NA	EP400, ZNF773, ZNF611, CHRFAM7A, + 23 genes
THAP7	163	-0.77	0.439	0.674	NA	SNX18, ITGA2, ULBP3, LMF2, + 111 genes
CASP8AP2	67	-0.78	0.438	0.673	NA	ZMYM4, MDN1, PPP1R7, TTK, + 38 genes
PKNOX1	39	-0.78	0.438	0.673	NA	C12orf26, PTGES3, C8orf76, NIF3L1, + 23 genes
ZBTB37	134	-0.78	0.438	0.673	NA	RQCD1, SRCAP, JUND, C10orf118, + 101 genes
ARID2	37	-0.78	0.434	0.672	NA	TAX1BP3, ZNF518A, ZDHHC17, SIX4, + 22 genes
BOLA1	160	-0.78	0.434	0.672	NA	SF4, ZNF689, SCARNA2, SLC7A6OS, + 117 genes
ZNF761	35	-0.79	0.43	0.669	NA	CHMP4B, ZNF507, INTS8, PHIP, + 26 genes
ZNF426	270	-0.79	0.429	0.668	NA	FICD, C8orf37, YLPM1, DHX8, + 212 genes
ZNF32	167	-0.8	0.424	0.663	NA	RBM34, MICALCL, CELF1, PSENEN, + 119 genes
BCLAF1	156	-0.8	0.422	0.66	NA	MAP1LC3A, C22orf32, RNF38, PVALB, + 106 genes
ZNF773	86	-0.8	0.421	0.66	NA	UBA2, ZNF420, FILIP1, AIFM3, + 59 genes
TFAM	103	-0.81	0.419	0.659	NA	CCAR1, PNKD, GTPBP4, GTF2H3, + 60 genes
UBR4	84	-0.81	0.416	0.655	NA	PDXDC1, PTER, ARHGEF11, UBE4B, + 50 genes
ZNF808	44	-0.82	0.412	0.652	NA	ZNF470, FCRL6, ZNF761, CCDC117, + 23 genes
USF2	378	-0.82	0.411	0.651	NA	CDK2AP2, UBE3C, COMTD1, SESTD1, + 254 genes
ZNF782	54	-0.83	0.407	0.647	NA	C14orf43, GCHFR, FKTN, CCL4L2, + 29 genes
ZNF266	54	-0.84	0.403	0.643	NA	RHBDL1, ZNF700, FAM113B, TBC1D10A, + 40 genes
ZNF706	203	-0.84	0.401	0.64	NA	MRPL55, DGCR14, PDZD11, MLNR, + 124 genes
RC3H2	124	-0.84	0.399	0.639	NA	LMTK2, ZNF420, JOSD1, FILIP1, + 84 genes
ZBTB41	74	-0.84	0.399	0.639	NA	GMFB, SMC5, DRAM2, ZNF264, + 43 genes
NR1I3	74	-0.85	0.395	0.634	NA	MAP2K5, ITFG1, UBE3C, ATP5D, + 50 genes
ZNF345	51	-0.85	0.394	0.634	NA	CLEC5A, ZNF776, FAM133B, PKM2, + 29 genes
HIF1A	88	-0.85	0.393	0.633	NA	CDC73, TNIP2, DLST, YLPM1, + 58 genes
ZNF585A	102	-0.86	0.391	0.633	NA	PCDHGB3, A1BG, C1orf192, TGFBRAP1, + 82 genes
ZNF496	253	-0.86	0.389	0.631	NA	NCRNA00182, C21orf88, IMPA2, GPR156, + 206 genes
ZNF551	361	-0.86	0.388	0.63	NA	HEATR5A, SP4, PCDH1, FAM183B, + 291 genes
MSC	41	-0.87	0.386	0.628	NA	C19orf50, CSMD2, USP31, ZKSCAN2, + 24 genes
ZBTB39	222	-0.87	0.386	0.628	NA	SAT2, SMG7, ARHGEF35, MYO9A, + 161 genes
BACH1	76	-0.87	0.385	0.628	NA	G2E3, LRRN4CL, WFDC2, NIPAL1, + 58 genes
ZFX	176	-0.88	0.381	0.622	NA	SRCAP, RFXANK, JUND, ASAP1, + 137 genes
ZNF699	205	-0.88	0.378	0.618	NA	REL, C18orf32, IL6ST, PPIL3, + 165 genes
NFKB2	145	-0.89	0.375	0.615	NA	ZBTB8OS, ZNF766, ZC3H14, S100PBP, + 104 genes
MRRF	164	-0.89	0.374	0.614	NA	CHTF8, SLC25A24, CENPC1, LOC100216545, + 111 genes
SOX15	131	-0.89	0.374	0.614	NA	PPP1R15A, MED9, ACOT13, NOTCH2, + 81 genes
BPNT1	25	-0.89	0.372	0.613	NA	WASH7P, AAMP, PSMA5, MAD2L1, + 15 genes
ZC3H3	41	-0.89	0.371	0.613	NA	SHARPIN, C8orf30A, FBXL6, VPS28, + 26 genes
TRMT1	257	-0.9	0.369	0.611	NA	RPP21, SCARNA2, ZNF593, C10orf26, + 199 genes
ZNF501	59	-0.9	0.368	0.61	NA	STAG1, CXorf26, CCDC52, APOC1, + 28 genes
ZNF131	54	-0.9	0.367	0.61	NA	GABPA, CCDC99, CENPK, VAC14, + 32 genes
ZNF611	68	-0.91	0.361	0.602	NA	SPDYE5, ZNF610, MRPS18C, ZNF264, + 44 genes
ZNF829	332	-0.92	0.358	0.599	NA	JUND, PCDHGC4, TMEM88, WDR3, + 268 genes
ZGPAT	67	-0.93	0.354	0.595	NA	USF1, PRR13, SCAND1, TCF12, + 44 genes
ZC3H7B	120	-0.93	0.352	0.594	NA	IL6R, PRR11, PTS, FAM157B, + 84 genes
KLF11	177	-0.93	0.351	0.593	NA	NAPA, FOXD4L1, MGAT3, LOC100129550, + 118 genes
ZNF26	122	-0.93	0.351	0.593	NA	NSUN6, ATP13A1, RSRC2, TAF1C, + 73 genes
FOXN1	79	-0.94	0.348	0.592	NA	TCP1, TMEM55B, SLC35E4, KLRG2, + 48 genes
ZNF205	56	-0.95	0.343	0.585	NA	RPL24, GPR157, DHX34, PMM2, + 35 genes
ZNF526	45	-0.95	0.343	0.585	NA	HOPX, MMS19, C17orf55, DPH3B, + 26 genes
LHX6	53	-0.95	0.34	0.583	NA	NCRNA00173, VNN3, STRBP, MYO9B, + 34 genes
ZNF268	30	-0.95	0.34	0.583	NA	EP400, FASTKD5, PGAM5, FAM196B, + 15 genes
SOX30	37	-0.96	0.339	0.583	NA	TPRXL, FAM196B, FUT8, BBS10, + 14 genes
ZNF839	82	-0.96	0.339	0.583	NA	NT5M, MAP6D1, C14orf101, CABP1, + 53 genes
U2AF1	208	-0.96	0.337	0.583	NA	TIMM50, CYCS, LSM5, C19orf50, + 141 genes
ZNF507	69	-0.97	0.333	0.578	NA	ARID2, GCHFR, SMC4, ZNF611, + 41 genes
ZNF566	30	-0.97	0.332	0.578	NA	C1orf103, ST6GALNAC4, ZNF606, MGAT4B, + 14 genes
ZNF587	167	-0.97	0.33	0.576	NA	GON4L, PEG3, LRSAM1, EIF4G2, + 123 genes
ZNF33A	93	-0.98	0.329	0.575	NA	LUZP1, ERCC6, NUP153, UHRF1BP1, + 62 genes
GCM1	26	-0.98	0.328	0.575	NA	LOC642587, PSMD7, CACNA1A, SLC24A5, + 18 genes
ZNF334	56	-0.98	0.328	0.575	NA	THBD, CCDC18, SEPT7P2, YJEFN3, + 31 genes
TUB	52	-0.99	0.323	0.569	NA	STK3, POLA1, NCRNA00152, BRPF3, + 37 genes
ZNF217	172	-0.99	0.321	0.567	NA	SAMD4B, TRIM71, AIFM3, SORBS1, + 147 genes
TFAP2B	37	-1	0.319	0.565	NA	RBPJL, TMPRSS4, CACNA1D, ATP2C2, + 20 genes
NUFIP1	105	-1	0.318	0.564	NA	POLA1, CKAP2, PPP5C, PLCH2, + 81 genes
ZNF555	56	-1	0.317	0.563	NA	HYDIN, POSTN, C21orf88, RNASE2, + 43 genes
KIAA1683	69	-1	0.316	0.563	NA	POU6F1, ZNF554, ARHGAP39, GLT25D2, + 40 genes
ZNF502	37	-1	0.316	0.563	NA	ZNF470, ZNF197, C20orf12, ZNF14, + 28 genes
ZNF606	98	-1	0.316	0.563	NA	GPR125, DDX25, ANXA2P2, DAP, + 64 genes
ZNF578	140	-1.02	0.31	0.558	NA	NUDT22, LYL1, ZNF610, VDAC1, + 106 genes
ZNF17	34	-1.02	0.308	0.555	NA	TALDO1, ZNF470, ARPC4, ZNF713, + 24 genes
ZNF292	57	-1.02	0.307	0.554	NA	HOPX, CASP8AP2, SNX11, PIK3C2A, + 36 genes
ZNF594	56	-1.03	0.303	0.549	NA	GSG2, RAI1, IER3IP1, CLSPN, + 36 genes
NFE2	68	-1.03	0.302	0.548	NA	PCGF5, BMP4, PIK3AP1, NCF1B, + 37 genes
ETV1	40	-1.03	0.301	0.548	NA	TAF7L, XPO1, DERL2, CLEC3B, + 35 genes
RREB1	193	-1.03	0.301	0.548	NA	RFXANK, KIAA0513, BRCA2, LMTK2, + 152 genes
ZNF227	105	-1.04	0.298	0.546	NA	ARHGEF35, SENP1, PHOSPHO2, STAU2, + 82 genes
GATAD2B	25	-1.04	0.297	0.545	NA	FKBP3, GPR89B, ARNT, APPL1, + 14 genes
ZNF709	94	-1.04	0.297	0.545	NA	SPATA20, ZNF677, HMOX1, INF2, + 69 genes
ZNF37A	30	-1.05	0.293	0.539	NA	KCND3, FIS1, EGLN2, C9orf7, + 18 genes
ZNF484	63	-1.05	0.293	0.539	NA	RBM12B, BRCA2, RGPD4, CFD, + 44 genes
ELK4	31	-1.05	0.292	0.539	NA	PHACTR4, USP24, MED13L, DCXR, + 11 genes
SKIL	121	-1.06	0.287	0.532	NA	SORBS1, RBMX2, MYO9A, ADNP, + 101 genes
NFXL1	135	-1.07	0.286	0.531	NA	CCAR1, ZBTB8A, C6orf108, RBM12B, + 108 genes
ZNF460	134	-1.07	0.285	0.531	NA	C8orf39, KIAA0664P3, RBMX2, APPL1, + 110 genes
THRA	143	-1.08	0.282	0.527	NA	PCDHA6, PPL, NTNG2, CABP1, + 93 genes
ZNF98	235	-1.08	0.282	0.527	NA	BRIP1, SAMD4B, TRIM71, ZNF99, + 201 genes
SALL4	262	-1.09	0.277	0.519	NA	C17orf100, PPP4R1L, TXLNG, ZNF354C, + 195 genes
CHD1	40	-1.09	0.276	0.518	NA	USP48, CLDN1, BAD, PRRC1, + 27 genes
ZKSCAN3	80	-1.09	0.275	0.518	NA	NELL1, BRPF3, PDPN, AGBL5, + 53 genes
ZNF174	184	-1.09	0.274	0.518	NA	MYADM, AMY2B, PPP5C, C1QTNF3, + 124 genes
ZNF462	37	-1.09	0.274	0.518	NA	SENP1, GMPPA, SMPD2, SMC5, + 25 genes
DVL1	85	-1.1	0.273	0.518	NA	BAT1, PKD1, NPIP, DHX34, + 53 genes
CIC	53	-1.11	0.267	0.509	NA	AKAP5, BAHD1, KIAA1409, KIAA1683, + 35 genes
ZFP30	137	-1.11	0.266	0.507	NA	ZNF672, NBPF9, TMSL3, TRPM7, + 101 genes
ZNF419	39	-1.12	0.263	0.503	NA	ZNF773, PLXND1, ZNF350, IGSF9, + 22 genes
ZNF687	102	-1.12	0.262	0.502	NA	ZNF420, SAMD4B, RPPH1, SMAGP, + 80 genes
ZNF675	76	-1.13	0.26	0.501	NA	CTRL, PRR11, BPTF, C6orf26, + 58 genes
SMARCC1	220	-1.13	0.259	0.5	NA	LOC283070, SLC39A14, SETD5, LOC100130872, + 152 genes
ZNF431	104	-1.13	0.258	0.499	NA	COX7A1, C10orf125, LIPC, RAD54B, + 71 genes
NR1H2	91	-1.13	0.257	0.499	NA	H1FX, ALKBH6, GPR108, LYPLAL1, + 76 genes
SREBF1	90	-1.14	0.256	0.499	NA	REV1, WDYHV1, ATG5, DUSP19, + 46 genes
ZNF697	65	-1.14	0.255	0.498	NA	TAS2R14, HEATR1, C6orf48, PPP2R2A, + 37 genes
ZZZ3	92	-1.14	0.254	0.497	NA	SLC5A8, LENG1, PARP11, LOC90834, + 65 genes
ZNF416	56	-1.15	0.251	0.495	NA	ZNF264, ALKBH7, MYADM, ZNF816A, + 36 genes
MYT1	60	-1.16	0.248	0.491	NA	PDE4B, MAPRE2, SEL1L3, PTPRU, + 43 genes
ZDHHC11	25	-1.18	0.237	0.475	NA	C22orf43, ZFP28, NCRNA00174, CCDC14, + 17 genes
NR2C1	211	-1.19	0.236	0.474	NA	CNKSR1, C16orf74, LOC91316, NUTF2, + 150 genes
ANAPC2	25	-1.19	0.233	0.47	NA	COBRA1, PTRH1, DOLK, GTF3C5, + 19 genes
ZNF167	25	-1.19	0.233	0.47	NA	NCALD, TBC1D15, PSMA8, PPARGC1A, + 15 genes
ZNF263	71	-1.2	0.231	0.468	NA	NIPA2, ZNF174, TMC7, NOP56, + 48 genes
ZNF649	59	-1.2	0.23	0.467	NA	IAH1, HTR1B, ZNF844, ZNF677, + 46 genes
ZNF669	139	-1.21	0.228	0.465	NA	STT3B, GPR176, IL1F7, GNAL, + 107 genes
ZXDC	62	-1.21	0.227	0.465	NA	NUP50, SENP5, BAHD1, HS6ST2, + 36 genes
ZNF304	114	-1.21	0.226	0.463	NA	PDLIM4, SDHB, ZNF776, ZNF418, + 83 genes
BOLA3	81	-1.21	0.225	0.462	NA	PSMA3, PTTG1, PCDH11X, PHB, + 60 genes
CTCFL	35	-1.22	0.224	0.461	NA	TXNRD3IT1, SRP54, ZFAT, DYNC1LI1, + 27 genes
ZFP64	218	-1.22	0.223	0.459	NA	TMEM175, TBC1D3B, RARS, BCL2L15, + 151 genes
EEA1	42	-1.23	0.22	0.454	NA	SMC1A, TCP11L2, C12orf51, KIF5B, + 32 genes
MRPL28	117	-1.23	0.219	0.453	NA	SCAND1, CDC20, NOSIP, SARNP, + 86 genes
POGZ	63	-1.23	0.219	0.453	NA	ZMYM4, TPBG, ZNF808, ESD, + 42 genes
ZNF780B	37	-1.24	0.214	0.446	NA	KIAA0664P3, DHX16, XDH, KIAA0495, + 26 genes
LARP1	83	-1.25	0.212	0.442	NA	FAM184A, UBE2O, CHD1, EXOC6B, + 56 genes
ZBTB26	139	-1.26	0.209	0.437	NA	PSMC3IP, LOC402377, C17orf95, ZNF354C, + 95 genes
ZNF20	72	-1.26	0.206	0.434	NA	ZNF419, NCOA4, CCDC123, DHRS9, + 53 genes
RHOXF1	46	-1.27	0.204	0.432	NA	CDC20, IL17RA, SNRPF, TOMM40, + 32 genes
ZNF529	100	-1.28	0.202	0.429	NA	ACTN2, CEBPG, EHBP1L1, ZNF566, + 65 genes
ZNF777	27	-1.28	0.201	0.428	NA	GPR83, KCNA7, MAP2K1, ZNF710, + 15 genes
NCOR2	93	-1.28	0.2	0.426	NA	ATP5SL, SPINK1, GRIN3A, TBC1D22A, + 48 genes
ZNF444	172	-1.28	0.199	0.425	NA	BOD1, MARCKSL1, CHCHD8, C19orf53, + 131 genes
ZNF805	26	-1.29	0.196	0.421	NA	ZNF302, ZNF808, ARRB1, HINT1, + 18 genes
ZNF283	62	-1.3	0.193	0.418	NA	CLIC4, CLSPN, STXBP5L, ZNF45, + 49 genes
CTCF	60	-1.31	0.191	0.415	NA	CD1B, MAPK6, ZNF710, ATMIN, + 38 genes
MYST3	174	-1.31	0.191	0.415	NA	PUM1, NAA11, ZNF354C, TNKS, + 134 genes
ZNF787	169	-1.31	0.191	0.415	NA	NACA2, TMEM184C, SETX, MYLK2, + 145 genes
CREB1	40	-1.31	0.19	0.415	NA	USP37, USP34, TRAPPC10, PCNX, + 29 genes
AHCTF1	58	-1.32	0.188	0.415	NA	HEATR1, WDR26, C1orf103, GRK6, + 36 genes
FOXR2	65	-1.32	0.188	0.415	NA	MAGEA12, C16orf88, PGAM5, DDX18, + 39 genes
PRDM4	44	-1.33	0.183	0.408	NA	EP400, GPR176, ZCCHC3, ZNF268, + 34 genes
CEBPG	48	-1.34	0.181	0.406	NA	PPAP2B, CDO1, FBXO46, MTMR15, + 34 genes
ZNF550	124	-1.34	0.179	0.405	NA	NINJ2, C1QTNF1, CHRFAM7A, GNAI2, + 94 genes
ZNF677	140	-1.34	0.179	0.405	NA	ZNF329, PWP2, TRIP13, C12orf66, + 109 genes
TEAD4	90	-1.35	0.176	0.403	NA	MAPK1IP1L, TPX2, DSCR4, CLCF1, + 72 genes
ZFYVE20	129	-1.36	0.174	0.4	NA	IER5L, SLC18A2, PLEKHO1, PSMD2, + 87 genes
ZC3H10	47	-1.37	0.172	0.398	NA	HHLA2, UNC45A, C12orf26, PTGES3, + 37 genes
ZBTB10	360	-1.37	0.171	0.396	NA	SNORD1C, ADNP2, TXLNG, ZNF354C, + 303 genes
ZNF622	368	-1.37	0.171	0.396	NA	FADD, C17orf67, C3orf10, CIZ1, + 286 genes
ZNF784	96	-1.37	0.17	0.396	NA	EIF6, GCDH, KAT2B, BAX, + 71 genes
PRR3	315	-1.38	0.169	0.395	NA	C22orf28, NSUN6, TXN, ATPIF1, + 243 genes
SF3A2	210	-1.38	0.167	0.391	NA	LYPLAL1, PPIP5K1, RSL24D1, MYCBP2, + 186 genes
ZNF542	64	-1.4	0.163	0.384	NA	ZNF566, GOLPH3L, ZNF304, TULP3, + 47 genes
ZNF625	195	-1.4	0.163	0.384	NA	PDP2, GSG2, NUP153, GLUD2, + 162 genes
PSMD11	220	-1.4	0.162	0.383	NA	SNORD1C, ABCA1, PDZD8, SMURF2, + 144 genes
ZXDB	42	-1.4	0.162	0.383	NA	CCDC142, ZNF835, SLC22A1, TMSB10, + 29 genes
NRF1	48	-1.4	0.161	0.382	NA	MINK1, MAPKAPK3, LRG1, CTSA, + 34 genes
ZFP112	266	-1.4	0.161	0.382	NA	MCM6, ANKK1, CHRNE, LOC100130872, + 224 genes
ARID5B	65	-1.41	0.159	0.38	NA	HSD11B1L, XRN1, GALNT4, YBX2, + 40 genes
MYNN	46	-1.41	0.158	0.378	NA	PHC3, H2AFB1, PIK3CA, SENP2, + 34 genes
RNF138	42	-1.42	0.156	0.374	NA	CKAP2, TK2, KIF20A, TTK, + 28 genes
TIGD5	28	-1.42	0.156	0.374	NA	VPS29, TWIST1, CDC14A, JMJD4, + 17 genes
C10orf140	27	-1.42	0.155	0.374	NA	CELSR2, BEND7, ZNF578, XPOT, + 20 genes
ZNF136	33	-1.42	0.155	0.374	NA	BLZF1, TDRD1, HSF4, TADA1, + 20 genes
HMGA1	207	-1.43	0.154	0.374	NA	SMPD3, BCL2L15, RPL17, SFTA2, + 160 genes
ZNF791	196	-1.43	0.152	0.371	NA	LOC93622, CAMK2B, PDZD8, TAS2R14, + 150 genes
ZNF324	54	-1.44	0.151	0.371	NA	ZNF329, OTUD6B, CCDC142, ZNF835, + 39 genes
ZNF559	93	-1.44	0.151	0.371	NA	SNAPC5, LOC642846, SLC19A2, GRHL2, + 65 genes
ZNF747	124	-1.44	0.15	0.371	NA	GLB1L, NR4A3, NCRNA00171, WNK4, + 66 genes
FARSA	164	-1.44	0.149	0.371	NA	ZADH2, TMSL3, EEF1B2, MAD2L1, + 131 genes
CXXC1	45	-1.47	0.141	0.354	NA	SNRPA, CDC37, RECQL4, MAGT1, + 29 genes
KIAA2018	198	-1.47	0.141	0.354	NA	SFTA1P, PIK3CA, KIDINS220, PSMC3IP, + 133 genes
ZNF623	77	-1.47	0.141	0.354	NA	HPRT1, SETD5, MRPL16, STK39, + 61 genes
ZNF667	109	-1.47	0.141	0.354	NA	BEND3, ZNF606, ZNF419, ADAM32, + 84 genes
ZC3HAV1	72	-1.48	0.14	0.354	NA	TAF1D, GPR176, ABCA1, ZGLP1, + 50 genes
ZNF350	33	-1.48	0.138	0.35	NA	BCDIN3D, SETD6, L1TD1, ZNF564, + 21 genes
HIF3A	26	-1.5	0.133	0.339	NA	ATP6V1A, ANXA7, IQCC, GTF3C1, + 14 genes
ZNF251	85	-1.5	0.133	0.339	NA	WDR61, ZNF26, LCORL, FLJ42627, + 57 genes
HELZ	77	-1.51	0.132	0.339	NA	TAF1, UBXN2B, PIK3C2A, TNKS2, + 63 genes
TTF1	144	-1.51	0.13	0.338	NA	STXBP1, MCART1, PRIM2, RC3H2, + 89 genes
ZFP37	136	-1.52	0.129	0.336	NA	NAA11, LOC728640, TNKS, RASSF1, + 112 genes
ZFP82	39	-1.53	0.126	0.329	NA	DHX9, C12orf66, ZNF431, LARP4, + 30 genes
ZNF418	129	-1.53	0.126	0.329	NA	PPP4R1L, TNKS, RAD54B, DDX17, + 108 genes
SSRP1	169	-1.53	0.125	0.328	NA	PDIA6, LOC100128288, RAB5C, STAU1, + 108 genes
ZNF333	58	-1.53	0.125	0.328	NA	NAPB, GCFC1, SNRNP48, C4orf3, + 35 genes
ZNF521	31	-1.55	0.122	0.322	NA	PRLR, MGC45800, SOX5, EPHB1, + 18 genes
ZNF230	25	-1.55	0.121	0.321	NA	LOC100270804, ZNF350, C1orf156, LOC400027, + 16 genes
ZNF716	54	-1.55	0.12	0.319	NA	FAM127A, BOD1L, PPTC7, RNF160, + 40 genes
THAP4	40	-1.56	0.119	0.317	NA	FAM76B, LIG4, EEF1B2, C1QTNF3, + 28 genes
ZNF121	224	-1.56	0.119	0.317	NA	SEC23B, EXOSC8, RBL1, RWDD4A, + 176 genes
