Regulon	Size	NES	p.value	FDR	Synergy	Ledge
3231	42	-0.66	0.51	0.838	NA	2273, 1428, 2791, 30846, + 28 genes
84914	67	-0.66	0.51	0.838	NA	4993, 9235, 730051, 1937, + 19 genes
9757	245	-0.66	0.51	0.838	NA	54487, 5515, 80227, 26173, + 77 genes
4005	84	-0.66	0.509	0.838	NA	79812, 7075, 70, 3490, + 54 genes
7553	74	-0.67	0.506	0.838	NA	79848, 25879, 3959, 30000, + 5 genes
131540	43	-0.67	0.505	0.838	NA	5625, 11184, 23066, 5133, + 28 genes
79683	64	-0.67	0.505	0.838	NA	10392, 23593, 10111, 11176, + 43 genes
2306	82	-0.67	0.504	0.838	NA	2696, 2016, 23173, 51052, + 17 genes
8521	72	-0.67	0.504	0.838	NA	8399, 60481, 56171, 55573, + 33 genes
152485	26	-0.67	0.503	0.838	NA	23001, 84301, 80319, 84162, + 13 genes
2304	80	-0.67	0.5	0.838	NA	1830, 9982, 3853, 63928, + 43 genes
80149	90	-0.68	0.496	0.838	NA	81576, 1241, 8667, 26140, + 56 genes
2297	46	-0.68	0.495	0.838	NA	56033, 27254, 27230, 9480, + 16 genes
2737	139	-0.68	0.495	0.838	NA	9377, 25769, 3751, 26065, + 46 genes
56938	250	-0.68	0.494	0.838	NA	79777, 51311, 2707, 206358, + 67 genes
4773	112	-0.69	0.492	0.838	NA	59269, 10557, 5027, 9392, + 39 genes
23316	67	-0.69	0.49	0.838	NA	3284, 1236, 1269, 10320, + 33 genes
54345	44	-0.69	0.49	0.838	NA	6939, 4066, 2826, 7122, + 29 genes
7644	60	-0.69	0.489	0.838	NA	27344, 7791, 54813, 24140, + 18 genes
57507	79	-0.7	0.486	0.838	NA	6480, 8470, 5896, 128553, + 29 genes
285989	147	-0.7	0.484	0.838	NA	375248, 29999, 4621, 50624, + 63 genes
5081	56	-0.7	0.481	0.838	NA	6657, 2264, 7781, 3975, + 24 genes
55806	79	-0.7	0.481	0.838	NA	53637, 5317, 90379, 1852, + 41 genes
84874	66	-0.71	0.479	0.838	NA	11079, 55096, 10952, 553115, + 17 genes
3428	165	-0.71	0.477	0.838	NA	5912, 9825, 3075, 9839, + 93 genes
64412	143	-0.71	0.477	0.838	NA	10741, 64423, 3746, 55304, + 22 genes
162655	182	-0.71	0.476	0.838	NA	8310, 80174, 375346, 7352, + 41 genes
3237	28	-0.71	0.476	0.838	NA	1123, 5118, 3598, 3486, + 12 genes
3206	45	-0.72	0.474	0.838	NA	4060, 2585, 2273, 3207, + 26 genes
92822	223	-0.72	0.473	0.838	NA	3004, 5462, 11120, 9013, + 127 genes
63977	139	-0.72	0.472	0.838	NA	3609, 63925, 79748, 22897, + 35 genes
100271849	79	-0.72	0.471	0.838	NA	51237, 78986, 4607, 9985, + 39 genes
1050	85	-0.72	0.47	0.837	NA	10791, 4242, 2038, 1829, + 39 genes
3219	55	-0.72	0.469	0.836	NA	1282, 1123, 51751, 10231, + 31 genes
11262	185	-0.73	0.467	0.835	NA	5031, 970, 8564, 4624, + 120 genes
91074	68	-0.73	0.467	0.835	NA	7050, 9212, 8894, 50940, + 28 genes
653404	64	-0.73	0.466	0.835	NA	6363, 3003, 1241, 8698, + 48 genes
114991	59	-0.73	0.465	0.835	NA	1603, 529, 64976, 9709, + 36 genes
2122	36	-0.73	0.465	0.835	NA	27284, 10203, 5787, 79812, + 23 genes
6939	71	-0.73	0.465	0.835	NA	2791, 55679, 56548, 79812, + 46 genes
152098	65	-0.73	0.463	0.835	NA	4904, 22870, 10376, 54943, + 18 genes
7559	76	-0.74	0.462	0.835	NA	55279, 23353, 23161, 8621, + 23 genes
7761	99	-0.74	0.462	0.835	NA	51313, 2743, 9866, 57212, + 50 genes
7767	66	-0.74	0.461	0.835	NA	114819, 8552, 10780, 10799, + 20 genes
64376	95	-0.74	0.457	0.833	NA	157567, 596, 100, 373, + 24 genes
7763	181	-0.75	0.456	0.832	NA	2580, 10273, 23287, 5300, + 43 genes
8061	125	-0.75	0.456	0.832	NA	3383, 2352, 6615, 23645, + 28 genes
347344	109	-0.75	0.455	0.832	NA	6141, 2713, 2197, 6133, + 38 genes
3899	366	-0.75	0.455	0.832	NA	7200, 55256, 55076, 51301, + 71 genes
221785	71	-0.75	0.452	0.832	NA	23353, 5706, 84124, 29095, + 19 genes
91464	78	-0.75	0.452	0.832	NA	3242, 1305, 4356, 347853, + 10 genes
167465	153	-0.76	0.45	0.832	NA	54941, 119, 7225, 10436, + 72 genes
340152	46	-0.76	0.449	0.832	NA	4703, 221472, 10859, 64754, + 25 genes
503834	27	-0.76	0.449	0.832	NA	2249, 27101, 6192, 2271, + 11 genes
6665	68	-0.76	0.449	0.832	NA	54413, 402055, 1410, 10595, + 44 genes
7692	129	-0.76	0.449	0.832	NA	58495, 80742, 55133, 64601, + 29 genes
2120	125	-0.76	0.448	0.832	NA	8550, 2904, 537, 80157, + 24 genes
57167	61	-0.76	0.447	0.832	NA	6390, 4060, 1296, 25878, + 40 genes
63876	62	-0.76	0.447	0.832	NA	2273, 6403, 358, 1901, + 39 genes
3221	38	-0.76	0.446	0.832	NA	79698, 57613, 27132, 1519, + 14 genes
2637	34	-0.76	0.445	0.832	NA	8153, 23413, 633, 80328, + 20 genes
284346	50	-0.77	0.442	0.832	NA	2323, 9230, 11260, 51012, + 17 genes
162968	98	-0.77	0.441	0.832	NA	51364, 55815, 388569, 8301, + 45 genes
56242	30	-0.77	0.441	0.832	NA	7639, 81931, 7106, 7748, + 13 genes
1053	36	-0.77	0.439	0.832	NA	7305, 6688, 4066, 4689, + 21 genes
84163	174	-0.78	0.437	0.831	NA	23603, 3320, 22948, 7045, + 55 genes
3059	262	-0.78	0.436	0.83	NA	22846, 2212, 10148, 7462, + 178 genes
127396	52	-0.78	0.435	0.829	NA	80143, 9368, 3696, 54943, + 11 genes
133923	67	-0.78	0.434	0.829	NA	4060, 1296, 25878, 6695, + 44 genes
402381	109	-0.78	0.434	0.829	NA	23457, 27004, 56914, 79727, + 46 genes
80709	197	-0.78	0.434	0.829	NA	5320, 2833, 3603, 22846, + 140 genes
51222	120	-0.78	0.433	0.829	NA	9266, 57716, 57447, 5662, + 71 genes
84327	33	-0.78	0.433	0.829	NA	2958, 103910, 80011, 2117, + 9 genes
85460	84	-0.78	0.433	0.829	NA	55152, 79714, 81543, 6919, + 21 genes
150921	29	-0.79	0.432	0.829	NA	22899, 7148, 1113, 729, + 11 genes
26959	118	-0.79	0.432	0.829	NA	55973, 10212, 9212, 9146, + 37 genes
64375	63	-0.79	0.432	0.829	NA	1106, 10897, 10747, 8556, + 17 genes
6018	142	-0.79	0.431	0.829	NA	23318, 2647, 8269, 51070, + 15 genes
645832	32	-0.79	0.431	0.829	NA	51266, 11055, 2660, 51213, + 12 genes
7572	188	-0.79	0.43	0.829	NA	79725, 8986, 55197, 253959, + 28 genes
286380	29	-0.79	0.429	0.829	NA	10225, 259197, 10787, 2208, + 15 genes
55609	231	-0.79	0.429	0.829	NA	7678, 55922, 10009, 80143, + 40 genes
6297	151	-0.79	0.429	0.829	NA	57198, 55812, 56171, 8945, + 78 genes
147948	37	-0.79	0.428	0.829	NA	6009, 23635, 23560, 7730, + 28 genes
79800	220	-0.79	0.427	0.829	NA	811, 11201, 11014, 9601, + 76 genes
79844	32	-0.79	0.427	0.829	NA	25823, 56413, 3293, 54866, + 16 genes
4213	126	-0.8	0.426	0.829	NA	51168, 5713, 55355, 83450, + 32 genes
8320	38	-0.8	0.423	0.829	NA	3001, 10225, 10219, 149628, + 23 genes
339318	25	-0.8	0.421	0.829	NA	2050, 5119, 5331
4790	178	-0.8	0.421	0.829	NA	80216, 8778, 2778, 5873, + 60 genes
158800	100	-0.81	0.42	0.829	NA	55592, 26013, 80022, 7528, + 65 genes
7546	54	-0.81	0.418	0.829	NA	6658, 191585, 6549, 5095, + 19 genes
7697	70	-0.81	0.417	0.829	NA	6514, 91120, 8846, 2316, + 14 genes
4303	261	-0.81	0.416	0.829	NA	2272, 8626, 23480, 4916, + 128 genes
6591	114	-0.81	0.416	0.829	NA	858, 55190, 65983, 1281, + 59 genes
9603	104	-0.81	0.416	0.829	NA	7593, 9760, 3122, 4321, + 57 genes
2100	56	-0.82	0.411	0.829	NA	5450, 23539, 4621, 7535, + 28 genes
7545	26	-0.82	0.411	0.829	NA	9892, 1678, 59336, 6327, + 4 genes
5926	172	-0.82	0.41	0.829	NA	55671, 6182, 79016, 9895, + 52 genes
81856	41	-0.82	0.41	0.829	NA	6207, 55175, 8621, 79598, + 11 genes
10736	49	-0.83	0.409	0.829	NA	59344, 2620, 874, 94239, + 14 genes
84838	170	-0.83	0.409	0.829	NA	5706, 5684, 200205, 801, + 56 genes
23660	37	-0.83	0.408	0.829	NA	54954, 57798, 4850, 95681, + 8 genes
91752	37	-0.83	0.408	0.829	NA	4332, 11234, 695, 3937, + 24 genes
9242	216	-0.83	0.408	0.829	NA	81618, 7456, 4689, 7070, + 120 genes
399669	57	-0.83	0.406	0.829	NA	79730, 26230, 3769, 5939, + 16 genes
1389	237	-0.83	0.404	0.829	NA	373, 7067, 157, 8490, + 64 genes
3090	361	-0.83	0.404	0.829	NA	11169, 51110, 60488, 4091, + 228 genes
4209	176	-0.83	0.404	0.829	NA	26578, 8487, 4528, 51043, + 35 genes
257	120	-0.84	0.402	0.829	NA	9903, 759, 9563, 80228, + 54 genes
84307	74	-0.84	0.402	0.829	NA	79842, 2014, 23335, 23253, + 49 genes
11278	57	-0.84	0.401	0.829	NA	5218, 79834, 6925, 83451, + 33 genes
22877	217	-0.84	0.401	0.829	NA	222658, 30837, 6827, 55066, + 68 genes
4851	203	-0.84	0.399	0.829	NA	26230, 57710, 54554, 1070, + 52 genes
6899	71	-0.84	0.399	0.829	NA	3883, 152, 10458, 55790, + 29 genes
3394	146	-0.85	0.398	0.829	NA	3603, 8875, 3109, 10875, + 104 genes
153222	474	-0.85	0.397	0.829	NA	373, 5710, 10280, 6634, + 147 genes
10795	26	-0.85	0.396	0.829	NA	55206, 581, 83744, 8677, + 3 genes
4609	120	-0.85	0.394	0.829	NA	54475, 2239, 54855, 5820, + 17 genes
7769	29	-0.85	0.393	0.829	NA	1628, 10520, 6013, 8140, + 9 genes
4487	73	-0.86	0.392	0.829	NA	51308, 3490, 9631, 8839, + 45 genes
7008	84	-0.86	0.391	0.828	NA	23467, 3131, 6742, 23264, + 35 genes
114821	34	-0.86	0.389	0.826	NA	6663, 6898, 10279, 51665, + 17 genes
92999	277	-0.86	0.388	0.825	NA	25900, 54845, 28977, 4776, + 102 genes
9464	158	-0.86	0.388	0.825	NA	7041, 1809, 6320, 2318, + 101 genes
54816	154	-0.87	0.386	0.824	NA	56986, 22827, 10376, 50814, + 42 genes
11281	72	-0.88	0.381	0.818	NA	2712, 8218, 3758, 7681, + 29 genes
121599	26	-0.88	0.381	0.818	NA	920, 26034, 1236, 7286, + 15 genes
94234	74	-0.88	0.381	0.818	NA	1830, 4319, 3853, 9076, + 44 genes
51317	126	-0.88	0.38	0.818	NA	7748, 55534, 5644, 90634, + 55 genes
9666	57	-0.88	0.38	0.818	NA	152185, 727, 8273, 8704, + 13 genes
6943	40	-0.88	0.379	0.818	NA	2273, 3075, 2791, 55679, + 27 genes
23515	87	-0.88	0.377	0.818	NA	9146, 5027, 6182, 10245, + 24 genes
4207	52	-0.89	0.376	0.818	NA	29110, 81890, 9651, 343, + 14 genes
6909	86	-0.89	0.376	0.818	NA	8912, 7075, 3490, 11000, + 57 genes
83595	27	-0.89	0.376	0.818	NA	22918, 9079, 23627, 2047, + 12 genes
139735	61	-0.89	0.374	0.818	NA	23102, 55243, 2121, 196740, + 38 genes
58500	35	-0.89	0.374	0.818	NA	7553, 51303, 5533, 8644, + 14 genes
7290	135	-0.89	0.373	0.818	NA	10940, 8563, 23109, 9889, + 54 genes
7071	46	-0.89	0.372	0.818	NA	1316, 6925, 5498, 5069, + 25 genes
90987	68	-0.9	0.369	0.818	NA	8743, 6010, 51206, 7932, + 15 genes
148979	90	-0.9	0.368	0.818	NA	7077, 633, 5654, 7041, + 65 genes
22890	72	-0.9	0.368	0.818	NA	56980, 54813, 1468, 9146, + 24 genes
3205	43	-0.9	0.368	0.818	NA	3490, 10186, 83988, 83468, + 25 genes
50945	63	-0.9	0.368	0.818	NA	9947, 11193, 51186, 2258, + 13 genes
344167	47	-0.9	0.367	0.818	NA	2523, 9445, 79172, 1825, + 15 genes
84460	194	-0.9	0.367	0.818	NA	114327, 84804, 1185, 51778, + 104 genes
121536	65	-0.9	0.366	0.818	NA	55907, 1389, 2551, 60488, + 41 genes
4772	62	-0.91	0.364	0.818	NA	24147, 5348, 5045, 11011, + 20 genes
55888	57	-0.91	0.364	0.818	NA	23024, 22873, 26289, 6945, + 33 genes
57732	277	-0.91	0.363	0.818	NA	9816, 57716, 2645, 669, + 159 genes
201516	28	-0.92	0.359	0.818	NA	4081, 3739, 56681, 10881, + 16 genes
65986	79	-0.92	0.359	0.818	NA	9831, 7163, 22982, 629, + 50 genes
11178	125	-0.92	0.358	0.818	NA	79589, 6624, 1282, 7075, + 76 genes
2313	232	-0.92	0.358	0.818	NA	7456, 6403, 54491, 59339, + 151 genes
5079	45	-0.92	0.358	0.818	NA	2208, 1236, 3543, 5450, + 25 genes
253461	186	-0.92	0.357	0.818	NA	5290, 8270, 53615, 54813, + 62 genes
6688	309	-0.92	0.357	0.818	NA	7062, 79168, 55911, 55803, + 160 genes
7762	26	-0.92	0.357	0.818	NA	608, 5325, 355, 3603, + 17 genes
338917	29	-0.92	0.356	0.818	NA	8115, 3820, 84669, 5452, + 20 genes
10793	50	-0.92	0.355	0.818	NA	1558, 91120, 95681, 85865, + 10 genes
51351	41	-0.92	0.355	0.818	NA	9553, 5713, 578, 5688, + 11 genes
3142	142	-0.93	0.354	0.818	NA	57124, 54538, 434, 11007, + 49 genes
7710	39	-0.93	0.354	0.818	NA	128553, 27101, 90485, 90233, + 21 genes
100125288	177	-0.93	0.353	0.818	NA	56413, 115703, 3083, 23615, + 94 genes
3214	39	-0.93	0.353	0.818	NA	3215, 3213, 558, 8434, + 22 genes
55553	44	-0.93	0.352	0.818	NA	26230, 79780, 54363, 320, + 9 genes
54796	311	-0.93	0.351	0.818	NA	3759, 6594, 7456, 25878, + 196 genes
163115	30	-0.93	0.35	0.818	NA	4239, 6563, 58986, 10003, + 6 genes
57677	91	-0.93	0.35	0.818	NA	373, 11201, 4267, 4860, + 27 genes
3344	290	-0.94	0.348	0.818	NA	2182, 2358, 116984, 140883, + 75 genes
84699	45	-0.94	0.348	0.818	NA	6775, 5778, 149628, 5148, + 28 genes
6493	37	-0.94	0.347	0.818	NA	5121, 10635, 79883, 79047, + 18 genes
121549	34	-0.94	0.346	0.818	NA	5317, 51313, 2297, 8789, + 14 genes
203523	38	-0.94	0.346	0.818	NA	7866, 56180, 2356, 5605, + 10 genes
7730	27	-0.94	0.346	0.818	NA	440515, 55379, 91120, 9516, + 8 genes
79365	31	-0.95	0.342	0.818	NA	5010, 3204, 5627, 22873, + 16 genes
55294	71	-0.95	0.34	0.818	NA	79780, 10067, 5425, 1366, + 17 genes
121274	108	-0.96	0.339	0.818	NA	9827, 23140, 222658, 30837, + 56 genes
148103	102	-0.96	0.339	0.818	NA	114819, 25850, 11136, 79877, + 31 genes
4863	127	-0.96	0.339	0.818	NA	10063, 3880, 55206, 27018, + 26 genes
7634	28	-0.96	0.337	0.818	NA	10225, 149628, 921, 29909, + 17 genes
389524	89	-0.96	0.336	0.818	NA	114625, 8736, 4199, 9791, + 54 genes
2016	50	-0.96	0.335	0.818	NA	7802, 9061, 10267, 54361, + 29 genes
5241	249	-0.96	0.335	0.818	NA	5602, 1288, 23194, 1029, + 106 genes
9044	100	-0.96	0.335	0.818	NA	5510, 28956, 54539, 7316, + 27 genes
2117	132	-0.97	0.333	0.818	NA	643314, 55870, 10499, 22850, + 56 genes
9338	110	-0.97	0.333	0.818	NA	55355, 5408, 9712, 23544, + 22 genes
7582	35	-0.97	0.33	0.818	NA	9223, 93, 2896, 54879, + 7 genes
1390	73	-0.98	0.329	0.818	NA	353514, 8061, 10247, 611, + 11 genes
9372	51	-0.98	0.328	0.818	NA	55225, 2822, 397, 26578, + 9 genes
3236	28	-0.98	0.327	0.818	NA	5168, 6663, 3237, 3598, + 14 genes
4761	65	-0.98	0.327	0.818	NA	4091, 11074, 3227, 10595, + 38 genes
7552	96	-0.98	0.325	0.818	NA	7368, 4674, 10519, 63934, + 33 genes
4855	188	-0.99	0.324	0.818	NA	891, 1131, 2701, 10044, + 85 genes
6689	146	-0.99	0.324	0.818	NA	6581, 259197, 3640, 6932, + 90 genes
29842	74	-0.99	0.323	0.818	NA	7368, 1131, 54487, 84033, + 21 genes
25806	29	-0.99	0.322	0.818	NA	55915, 3755, 90379, 23528, + 15 genes
9925	148	-0.99	0.322	0.818	NA	7706, 4799, 9827, 4507, + 54 genes
2295	81	-0.99	0.321	0.818	NA	4300, 4060, 54716, 54596, + 47 genes
7789	30	-0.99	0.321	0.818	NA	55175, 26521, 9915, 6872, + 8 genes
27022	40	-0.99	0.32	0.818	NA	25994, 525, 6496, 10284, + 17 genes
4208	80	-0.99	0.32	0.818	NA	27303, 10231, 83478, 23075, + 47 genes
9658	105	-0.99	0.32	0.818	NA	4745, 5464, 374868, 27165, + 42 genes
9753	37	-0.99	0.32	0.818	NA	135138, 11279, 54718, 1366, + 11 genes
7067	187	-1	0.319	0.818	NA	55876, 114881, 701, 322, + 86 genes
80108	110	-1	0.318	0.818	NA	11201, 29980, 7761, 4102, + 31 genes
284390	118	-1	0.316	0.818	NA	55778, 5241, 79891, 81616, + 65 genes
29800	186	-1.01	0.314	0.818	NA	27254, 54845, 28977, 4776, + 80 genes
85463	102	-1.01	0.312	0.818	NA	2182, 140883, 79649, 6875, + 28 genes
339327	61	-1.02	0.308	0.818	NA	11201, 4904, 7761, 54101, + 19 genes
80714	194	-1.02	0.308	0.818	NA	4607, 3384, 9985, 7781, + 113 genes
441234	72	-1.02	0.306	0.818	NA	23236, 56955, 2172, 8852, + 39 genes
5457	26	-1.02	0.306	0.818	NA	196993, 25803, 1154, 875, + 19 genes
6913	50	-1.02	0.306	0.818	NA	30846, 10186, 6925, 10391, + 34 genes
1316	45	-1.03	0.305	0.818	NA	1959, 6446, 5997, 79842, + 25 genes
57798	79	-1.03	0.305	0.818	NA	114327, 64781, 81570, 55610, + 36 genes
11107	36	-1.03	0.304	0.818	NA	8434, 6925, 27303, 79776, + 18 genes
10481	33	-1.03	0.302	0.818	NA	3982, 56934, 3909, 3849, + 15 genes
2004	209	-1.03	0.302	0.818	NA	25880, 56101, 6935, 5710, + 75 genes
5915	40	-1.03	0.302	0.818	NA	57162, 2982, 81553, 9810, + 23 genes
80034	41	-1.03	0.302	0.818	NA	643314, 5139, 79633, 5896, + 16 genes
23493	50	-1.03	0.301	0.818	NA	3490, 10186, 744, 83468, + 31 genes
7182	139	-1.04	0.3	0.818	NA	54891, 23543, 93, 10747, + 43 genes
79413	106	-1.04	0.3	0.818	NA	5367, 5031, 4624, 5133, + 72 genes
94039	31	-1.04	0.299	0.818	NA	6123, 10225, 6775, 7294, + 15 genes
222546	58	-1.05	0.292	0.818	NA	126, 767, 6360, 3769, + 18 genes
604	73	-1.06	0.289	0.818	NA	23558, 4122, 9903, 3433, + 39 genes
7490	106	-1.06	0.289	0.818	NA	8728, 10630, 10123, 389136, + 55 genes
64641	75	-1.07	0.285	0.818	NA	11155, 482, 22918, 23177, + 50 genes
84839	37	-1.07	0.284	0.818	NA	85294, 6854, 63973, 50514, + 7 genes
6776	152	-1.07	0.283	0.818	NA	2329, 57212, 23024, 960, + 75 genes
6777	223	-1.07	0.283	0.818	NA	55063, 4982, 6241, 6726, + 78 genes
63976	57	-1.08	0.281	0.818	NA	5787, 358, 1901, 79812, + 41 genes
54753	187	-1.08	0.28	0.818	NA	6585, 5348, 6241, 4185, + 66 genes
5966	50	-1.08	0.279	0.818	NA	7486, 54539, 22848, 6157, + 14 genes
7569	60	-1.08	0.279	0.818	NA	5034, 11122, 11201, 79940, + 19 genes
23269	58	-1.08	0.278	0.818	NA	51079, 23279, 10567, 54891, + 17 genes
7539	51	-1.09	0.277	0.818	NA	60468, 9377, 9144, 63934, + 16 genes
256380	115	-1.09	0.276	0.818	NA	55840, 6366, 23316, 1118, + 89 genes
30009	207	-1.09	0.276	0.818	NA	3001, 3957, 7480, 3902, + 132 genes
6492	32	-1.09	0.275	0.818	NA	7798, 5784, 9839, 8434, + 17 genes
7554	25	-1.09	0.274	0.818	NA	23119, 8992, 23619, 55653, + 6 genes
4088	60	-1.1	0.273	0.818	NA	2078, 8751, 2523, 8804, + 25 genes
2908	39	-1.1	0.272	0.818	NA	6777, 1112, 5321, 1944, + 18 genes
4092	42	-1.1	0.272	0.818	NA	5159, 5155, 79017, 23414, + 22 genes
84969	63	-1.11	0.269	0.818	NA	2833, 55227, 5837, 9911, + 52 genes
668	25	-1.11	0.268	0.818	NA	2707, 56033, 6290, 127534, + 5 genes
22847	94	-1.11	0.267	0.818	NA	10725, 23036, 4637, 79832, + 58 genes
5453	40	-1.11	0.267	0.818	NA	3001, 10225, 5778, 921, + 29 genes
10320	264	-1.12	0.264	0.818	NA	3603, 1520, 8875, 4033, + 187 genes
579	61	-1.12	0.264	0.818	NA	8710, 1592, 79883, 23359, + 31 genes
5991	41	-1.12	0.264	0.818	NA	5922, 8775, 55870, 7182, + 20 genes
200350	49	-1.12	0.263	0.818	NA	10620, 6339, 11093, 5016, + 16 genes
339488	120	-1.12	0.263	0.818	NA	55806, 9013, 9692, 60672, + 80 genes
4094	59	-1.12	0.262	0.818	NA	55094, 57715, 2212, 5906, + 36 genes
4656	68	-1.12	0.262	0.818	NA	51052, 7200, 80174, 6340, + 16 genes
1958	28	-1.12	0.261	0.818	NA	1959, 358, 81575, 677, + 16 genes
3200	72	-1.12	0.261	0.818	NA	114088, 3199, 5745, 773, + 26 genes
57157	88	-1.12	0.261	0.818	NA	1301, 8666, 80776, 79168, + 45 genes
23462	30	-1.13	0.259	0.818	NA	55768, 7075, 10186, 83700, + 20 genes
3201	86	-1.13	0.259	0.818	NA	3400, 2791, 55679, 858, + 58 genes
867	120	-1.13	0.259	0.818	NA	11278, 51024, 9732, 27243, + 20 genes
27287	191	-1.14	0.256	0.818	NA	10576, 51226, 240, 990, + 121 genes
6095	61	-1.14	0.255	0.818	NA	6647, 10456, 23345, 149603, + 20 genes
7003	70	-1.14	0.255	0.818	NA	9997, 80323, 6938, 25945, + 48 genes
7068	52	-1.14	0.254	0.818	NA	83660, 367, 2549, 5874, + 16 genes
1960	80	-1.14	0.253	0.818	NA	3547, 3012, 115123, 9077, + 49 genes
4222	254	-1.15	0.251	0.818	NA	1901, 4063, 79812, 911, + 177 genes
57616	210	-1.15	0.251	0.818	NA	90, 55190, 2596, 6695, + 136 genes
7547	38	-1.15	0.251	0.818	NA	25956, 2636, 8336, 5454, + 12 genes
440077	28	-1.15	0.25	0.818	NA	10083, 29909, 5602, 54514, + 15 genes
222894	25	-1.16	0.245	0.818	NA	6336, 1758, 6582, 56659, + 4 genes
84684	38	-1.16	0.245	0.818	NA	79047, 79727, 11082, 9823, + 18 genes
162993	57	-1.17	0.244	0.818	NA	3015, 2305, 5901, 7203, + 18 genes
2626	54	-1.17	0.243	0.818	NA	1007, 2288, 116986, 6830, + 15 genes
7592	29	-1.17	0.243	0.818	NA	9968, 324, 53615, 22807, + 11 genes
6775	36	-1.17	0.242	0.818	NA	9576, 9263, 7476, 10225, + 24 genes
55634	140	-1.17	0.241	0.818	NA	29122, 90634, 83481, 7037, + 50 genes
7691	31	-1.17	0.241	0.818	NA	5241, 79891, 4036, 51204, + 17 genes
79752	127	-1.17	0.24	0.818	NA	55093, 23274, 51582, 9189, + 30 genes
26508	75	-1.18	0.239	0.818	NA	79589, 1282, 8912, 7075, + 57 genes
728957	26	-1.18	0.239	0.818	NA	1361, 1369, 1411, 4438, + 4 genes
22806	75	-1.18	0.238	0.818	NA	11234, 3575, 374655, 3738, + 41 genes
3198	98	-1.18	0.237	0.818	NA	4094, 60468, 3201, 283298, + 31 genes
5449	28	-1.18	0.237	0.818	NA	22897, 6290, 245, 6406, + 11 genes
7712	39	-1.18	0.237	0.818	NA	27329, 3798, 207, 2516, + 9 genes
4211	26	-1.2	0.231	0.818	NA	7021, 3460, 112399, 4212, + 15 genes
56978	113	-1.2	0.23	0.818	NA	355, 642, 28951, 3603, + 79 genes
6886	144	-1.2	0.23	0.818	NA	2791, 55679, 140462, 9365, + 113 genes
643719	43	-1.2	0.229	0.818	NA	5708, 8425, 64240, 6339, + 18 genes
7741	31	-1.2	0.229	0.818	NA	80108, 27098, 25850, 54442, + 9 genes
864	143	-1.21	0.228	0.818	NA	79370, 80342, 3386, 4155, + 94 genes
1811	87	-1.21	0.226	0.818	NA	116285, 10590, 27124, 54490, + 33 genes
5324	48	-1.21	0.226	0.818	NA	2649, 6405, 9750, 55616, + 18 genes
58492	35	-1.21	0.226	0.818	NA	6449, 10297, 79567, 7551, + 3 genes
6925	129	-1.21	0.226	0.818	NA	5218, 10687, 8434, 79834, + 77 genes
2019	180	-1.21	0.225	0.818	NA	25907, 408, 176, 3169, + 53 genes
23217	72	-1.22	0.224	0.818	NA	11074, 4063, 911, 3004, + 48 genes
6722	136	-1.22	0.224	0.818	NA	54826, 51138, 2800, 23645, + 32 genes
7745	134	-1.22	0.223	0.818	NA	9530, 23348, 8621, 51693, + 49 genes
23414	142	-1.22	0.222	0.818	NA	11259, 27345, 23333, 1295, + 77 genes
346157	103	-1.22	0.221	0.818	NA	7368, 475, 63934, 3029, + 38 genes
128611	203	-1.23	0.218	0.818	NA	4624, 3575, 1118, 9760, + 149 genes
221937	137	-1.24	0.215	0.818	NA	4939, 9526, 54520, 23466, + 93 genes
3175	51	-1.24	0.215	0.818	NA	26154, 5454, 9480, 51270, + 14 genes
467	43	-1.24	0.215	0.818	NA	6722, 5008, 2069, 3976, + 4 genes
57711	33	-1.25	0.213	0.818	NA	2796, 55335, 7556, 2539, + 6 genes
27033	60	-1.25	0.212	0.818	NA	7535, 6370, 83989, 914, + 29 genes
10194	59	-1.25	0.211	0.818	NA	1954, 374868, 112950, 2644, + 27 genes
22797	242	-1.25	0.211	0.818	NA	1436, 695, 2210, 2207, + 141 genes
27319	94	-1.25	0.211	0.818	NA	26872, 1805, 283298, 4922, + 35 genes
326	33	-1.25	0.211	0.818	NA	3957, 10750, 3384, 4242, + 18 genes
8431	76	-1.25	0.21	0.818	NA	29948, 22843, 4170, 5671, + 25 genes
51621	138	-1.26	0.209	0.818	NA	56603, 2079, 51651, 4234, + 92 genes
8091	55	-1.26	0.209	0.818	NA	79666, 6695, 2295, 2191, + 35 genes
4004	30	-1.26	0.206	0.818	NA	5365, 55179, 1381, 57158, + 15 genes
9586	48	-1.26	0.206	0.818	NA	6386, 8829, 857, 29940, + 31 genes
284309	79	-1.27	0.205	0.818	NA	64376, 7691, 7695, 57152, + 20 genes
687	68	-1.27	0.205	0.818	NA	4660, 9079, 5627, 58494, + 33 genes
151126	44	-1.27	0.204	0.818	NA	29914, 11283, 10687, 113457, + 28 genes
284307	28	-1.27	0.203	0.818	NA	128553, 55713, 8914, 63934, + 11 genes
59335	40	-1.28	0.202	0.818	NA	27165, 79955, 10669, 3757, + 16 genes
7564	46	-1.28	0.202	0.818	NA	55093, 81697, 58500, 2314, + 8 genes
2494	44	-1.28	0.201	0.818	NA	10203, 6403, 5787, 1901, + 37 genes
4089	81	-1.28	0.201	0.818	NA	29959, 51702, 55197, 81622, + 16 genes
8609	79	-1.28	0.201	0.818	NA	6119, 5629, 656, 9392, + 31 genes
