	Regulon	Size	NES	p.value	FDR	Ledge
51317	51317	126	-0.42	0.678	0.998	80003, 150726, 2108, 80742, + 31 genes
22869	22869	80	-0.42	0.676	0.998	60560, 10773, 7633, 1998, + 9 genes
65249	65249	157	-0.42	0.676	0.998	80176, 22839, 4925, 26234, + 29 genes
7594	7594	36	-0.42	0.676	0.998	80095, 91120, 7461, 2661, + 15 genes
201501	201501	116	-0.42	0.675	0.998	8495, 90993, 64388, 5083, + 28 genes
2308	2308	88	-0.42	0.675	0.998	2908, 79188, 114088, 8660, + 18 genes
8089	8089	185	-0.42	0.675	0.998	2199, 8480, 9804, 30008, + 37 genes
9658	9658	105	-0.42	0.675	0.998	55628, 8660, 55296, 375449, + 26 genes
1761	1761	32	-0.42	0.674	0.998	25803, 79875, 54346, 23158, + 7 genes
2300	2300	106	-0.42	0.674	0.998	55816, 6624, 4675, 9853, + 36 genes
23119	23119	106	-0.42	0.672	0.998	4097, 79717, 25841, 51128, + 36 genes
4092	4092	42	-0.42	0.672	0.998	25903, 29927, 23414, 5226, + 11 genes
867	867	120	-0.43	0.67	0.998	6018, 11278, 79446, 54939, + 28 genes
10308	10308	173	-0.43	0.668	0.998	5639, 10493, 55898, 10333, + 35 genes
23394	23394	141	-0.43	0.668	0.998	151987, 22850, 9774, 9126, + 29 genes
151126	151126	44	-0.43	0.666	0.998	64800, 64114, 8522, 1830, + 19 genes
7003	7003	70	-0.43	0.664	0.998	10695, 3423, 5603, 64419, + 15 genes
53335	53335	430	-0.44	0.663	0.998	22983, 23158, 354, 22885, + 120 genes
7699	7699	71	-0.44	0.663	0.998	55596, 7551, 56616, 7637, + 16 genes
2624	2624	54	-0.44	0.661	0.998	53335, 9173, 7177, 54503, + 10 genes
3201	3201	86	-0.44	0.661	0.998	2045, 285830, 4684, 2296, + 23 genes
117581	117581	151	-0.44	0.659	0.998	1294, 3768, 3036, 4616, + 16 genes
339327	339327	61	-0.44	0.659	0.998	728621, 7399, 9688, 56998, + 15 genes
3642	3642	107	-0.44	0.659	0.998	10900, 4661, 150726, 3937, + 34 genes
5927	5927	69	-0.44	0.659	0.998	10075, 2957, 55252, 5965, + 18 genes
7620	7620	70	-0.44	0.659	0.998	54850, 2796, 4604, 94081, + 9 genes
7555	7555	196	-0.44	0.657	0.998	9754, 51193, 9868, 10289, + 68 genes
84449	84449	131	-0.45	0.655	0.998	9256, 1185, 8673, 54413, + 32 genes
90637	90637	30	-0.45	0.655	0.998	7965, 23480, 51142, 6520, + 3 genes
389524	389524	89	-0.45	0.653	0.998	5687, 29127, 26959, 6563, + 30 genes
2623	2623	87	-0.45	0.652	0.998	25842, 27254, 6442, 8328, + 26 genes
503834	503834	27	-0.45	0.652	0.998	3860, 58530, 1671, 51412, + 8 genes
7738	7738	76	-0.45	0.651	0.998	11033, 8886, 54361, 6046, + 23 genes
136259	136259	106	-0.45	0.65	0.998	26577, 140803, 6261, 9435, + 25 genes
4207	4207	52	-0.45	0.65	0.998	284439, 7416, 9801, 54850, + 9 genes
7769	7769	29	-0.45	0.65	0.998	730051, 79744, 10520, 813, + 3 genes
91133	91133	131	-0.45	0.65	0.998	64863, 1612, 2305, 146909, + 18 genes
11107	11107	36	-0.46	0.649	0.998	3908, 3835, 9590, 54796, + 5 genes
2967	2967	169	-0.46	0.649	0.998	11073, 51755, 10730, 7150, + 77 genes
1827	1827	98	-0.46	0.648	0.998	10950, 2885, 6422, 5055, + 11 genes
1054	1054	258	-0.46	0.644	0.998	55225, 25879, 1736, 27012, + 69 genes
8880	8880	88	-0.46	0.643	0.998	9188, 54801, 63967, 79832, + 25 genes
7678	7678	198	-0.46	0.642	0.998	9859, 51377, 57116, 400451, + 49 genes
197320	197320	52	-0.47	0.638	0.998	55183, 8139, 4682, 5922, + 8 genes
11177	11177	178	-0.47	0.636	0.998	58517, 4054, 6441, 57082, + 40 genes
147923	147923	34	-0.47	0.636	0.998	23394, 10780, 55279, 1859, + 4 genes
3899	3899	366	-0.47	0.636	0.998	10205, 2066, 375449, 8407, + 80 genes
26152	26152	138	-0.47	0.635	0.998	55094, 25940, 55617, 27235, + 27 genes
90655	90655	27	-0.47	0.635	0.998	6754, 8361, 8702, 8748, + 6 genes
2186	2186	119	-0.48	0.634	0.998	55761, 1655, 904, 55787, + 26 genes
6689	6689	146	-0.48	0.634	0.998	51561, 3561, 3004, 5293, + 48 genes
7547	7547	38	-0.48	0.634	0.998	9798, 1400, 1135, 8336, + 13 genes
23650	23650	239	-0.48	0.633	0.998	23052, 7021, 390, 218, + 62 genes
147837	147837	42	-0.48	0.632	0.998	1024, 8842, 10412, 54843, + 6 genes
23414	23414	142	-0.48	0.63	0.998	2825, 2259, 55068, 56034, + 26 genes
353088	353088	46	-0.48	0.629	0.998	9534, 2804, 140890, 57404, + 8 genes
51230	51230	47	-0.48	0.629	0.998	55568, 27072, 23394, 55293, + 7 genes
286380	286380	29	-0.48	0.628	0.998	9806, 8115, 7535, 246, + 4 genes
163071	163071	40	-0.49	0.627	0.998	23460, 58494, 8812, 7419, + 12 genes
65056	65056	101	-0.49	0.627	0.998	85377, 55173, 5428, 81789, + 31 genes
79175	79175	61	-0.49	0.626	0.998	2022, 726, 171023, 55617, + 13 genes
27086	27086	139	-0.49	0.624	0.998	25924, 51474, 26168, 25992, + 37 genes
7690	7690	70	-0.49	0.624	0.998	51307, 6897, 8028, 51444, + 20 genes
6777	6777	223	-0.49	0.622	0.998	9493, 890, 5226, 3149, + 49 genes
6926	6926	88	-0.5	0.62	0.998	84253, 676, 94025, 7498, + 26 genes
9839	9839	336	-0.5	0.619	0.998	29767, 51284, 5271, 92483, + 71 genes
7571	7571	104	-0.5	0.616	0.998	8481, 27090, 7556, 7351, + 23 genes
57594	57594	85	-0.51	0.611	0.998	10548, 9878, 9777, 26277, + 28 genes
7767	7767	66	-0.51	0.611	0.998	140890, 11126, 7167, 375449, + 19 genes
51123	51123	282	-0.51	0.61	0.998	25879, 29097, 7371, 1678, + 79 genes
730130	730130	27	-0.51	0.609	0.998	8789, 9211, 11061
7528	7528	209	-0.51	0.609	0.998	7639, 55000, 7019, 55149, + 55 genes
144348	144348	120	-0.51	0.607	0.998	55591, 79635, 11108, 55596, + 35 genes
7626	7626	61	-0.51	0.607	0.998	8473, 27293, 6746, 51135, + 25 genes
221302	221302	128	-0.52	0.606	0.998	23376, 51026, 3066, 55173, + 48 genes
256380	256380	115	-0.52	0.606	0.998	5729, 29909, 3932, 1235, + 41 genes
6591	6591	114	-0.52	0.606	0.998	2191, 65983, 2295, 8460, + 32 genes
5326	5326	70	-0.52	0.605	0.998	54811, 171023, 25888, 2120, + 17 genes
162993	162993	57	-0.52	0.604	0.998	57396, 2661, 993, 80022, + 28 genes
121549	121549	34	-0.52	0.603	0.998	6624, 4675, 58985, 26762, + 10 genes
5316	5316	25	-0.52	0.603	0.998	7267, 81566, 29104, 55697, + 4 genes
6928	6928	34	-0.52	0.603	0.998	64446, 3568, 11085, 79740, + 8 genes
7701	7701	109	-0.52	0.6	0.998	23421, 6883, 5683, 9125, + 17 genes
285349	285349	49	-0.53	0.597	0.998	9828, 25804, 1020, 1351, + 9 genes
7589	7589	65	-0.53	0.596	0.998	10022, 55703, 10933, 57798, + 7 genes
91074	91074	68	-0.53	0.596	0.998	140890, 7167, 2066, 890, + 13 genes
7155	7155	42	-0.53	0.595	0.998	1660, 55209, 4292, 9942, + 15 genes
9096	9096	153	-0.53	0.595	0.998	8522, 773, 775, 51421, + 63 genes
253738	253738	114	-0.53	0.593	0.998	55799, 7092, 7143, 27115, + 35 genes
7543	7543	84	-0.54	0.59	0.998	23233, 6249, 55175, 55252, + 28 genes
2113	2113	167	-0.54	0.588	0.998	4217, 10000, 1282, 25780, + 45 genes
60529	60529	72	-0.54	0.588	0.998	56981, 6854, 28969, 63923, + 29 genes
7704	7704	155	-0.54	0.588	0.998	9073, 64151, 52, 4081, + 33 genes
728656	728656	173	-0.54	0.586	0.998	4915, 2785, 57144, 10693, + 34 genes
127665	127665	152	-0.55	0.585	0.998	10309, 9877, 8626, 489, + 41 genes
3228	3228	41	-0.55	0.584	0.998	56341, 3226, 64600, 56674, + 18 genes
646	646	56	-0.55	0.581	0.998	8626, 2569, 3852, 1308, + 13 genes
9915	9915	74	-0.55	0.58	0.998	57586, 9201, 27347, 1496, + 6 genes
7020	7020	77	-0.55	0.579	0.998	6046, 8737, 3108, 10461, + 21 genes
163223	163223	26	-0.56	0.578	0.998	8404, 3769, 23460, 58494, + 8 genes
3399	3399	137	-0.56	0.578	0.998	64395, 55509, 54812, 6274, + 33 genes
5591	5591	173	-0.56	0.578	0.998	23195, 11257, 81603, 5576, + 42 genes
6775	6775	36	-0.56	0.577	0.998	59067, 149628, 4068, 9263, + 10 genes
84146	84146	174	-0.56	0.577	0.998	8028, 29988, 1810, 54801, + 50 genes
7569	7569	60	-0.56	0.576	0.998	64114, 26152, 9617, 11135, + 32 genes
9765	9765	246	-0.56	0.576	0.998	140890, 10769, 324, 375449, + 54 genes
55870	55870	130	-0.56	0.575	0.998	55175, 7586, 7779, 80035, + 40 genes
1879	1879	281	-0.56	0.574	0.998	79686, 3218, 26577, 23026, + 77 genes
3298	3298	88	-0.57	0.572	0.998	51444, 55975, 56180, 79725, + 26 genes
90316	90316	45	-0.57	0.572	0.998	347853, 343071, 7754, 80070, + 23 genes
153572	153572	49	-0.57	0.569	0.998	4783, 11138, 1308, 83941, + 16 genes
54680	54680	37	-0.57	0.569	0.998	1486, 1810, 2959, 1977, + 14 genes
84699	84699	45	-0.57	0.568	0.998	149628, 2841, 939, 4068, + 13 genes
22835	22835	37	-0.58	0.564	0.998	2022, 2275, 6494, 641339, + 10 genes
50945	50945	63	-0.58	0.562	0.998	2258, 54682, 10425, 10158, + 17 genes
190	190	63	-0.59	0.558	0.998	218, 3853, 27136, 10637, + 11 genes
79101	79101	207	-0.59	0.556	0.998	8726, 3178, 23158, 80742, + 70 genes
351	351	105	-0.59	0.553	0.998	390, 5796, 10046, 3787, + 29 genes
9666	9666	57	-0.59	0.552	0.998	2804, 79683, 2275, 56998, + 10 genes
23099	23099	55	-0.6	0.551	0.998	6239, 2733, 4957, 64768, + 13 genes
158399	158399	82	-0.6	0.549	0.998	1622, 123803, 27445, 5373, + 29 genes
56980	56980	35	-0.6	0.549	0.998	9668, 8899, 9113, 11267, + 10 genes
9819	9819	46	-0.6	0.548	0.998	6498, 25852, 151987, 7879, + 15 genes
79718	79718	44	-0.6	0.546	0.998	5504, 10914, 1974, 1656, + 9 genes
7539	7539	51	-0.61	0.545	0.998	3029, 1112, 3315, 10979, + 4 genes
463	463	86	-0.61	0.544	0.998	55182, 54813, 904, 5592, + 14 genes
4223	4223	170	-0.61	0.541	0.998	1036, 64102, 8835, 33, + 45 genes
7025	7025	61	-0.61	0.539	0.998	2151, 9737, 3670, 27115, + 21 genes
56995	56995	45	-0.62	0.534	0.998	4301, 55023, 10767, 57515, + 10 genes
10463	10463	195	-0.62	0.532	0.998	55297, 528, 51510, 4066, + 49 genes
79973	79973	39	-0.62	0.532	0.998	2023, 26227, 2625, 10742, + 6 genes
23503	23503	52	-0.63	0.529	0.998	57862, 55187, 3281, 5926, + 9 genes
91975	91975	31	-0.63	0.529	0.998	7539, 267, 58472, 57003, + 2 genes
51351	51351	41	-0.63	0.526	0.998	340351, 10793, 55103, 79819, + 10 genes
25909	25909	220	-0.64	0.525	0.998	9877, 51742, 79594, 23350, + 85 genes
9541	9541	72	-0.64	0.525	0.998	730051, 5000, 25847, 10651, + 11 genes
862	862	229	-0.64	0.522	0.998	9758, 7001, 81887, 23150, + 96 genes
196441	196441	86	-0.64	0.52	0.998	25828, 9784, 23592, 6872, + 22 genes
22806	22806	75	-0.64	0.52	0.998	5251, 26762, 8302, 643314, + 24 genes
347344	347344	109	-0.64	0.52	0.998	538, 54014, 8636, 7707, + 44 genes
4780	4780	52	-0.64	0.52	0.998	9637, 10787, 55660, 55970, + 12 genes
2551	2551	53	-0.64	0.519	0.998	83452, 80142, 254359, 23527, + 12 genes
5457	5457	26	-0.65	0.517	0.998	1580, 6821, 60682, 3475
7586	7586	96	-0.65	0.517	0.998	54878, 9439, 55486, 51278, + 14 genes
79977	79977	96	-0.65	0.517	0.998	2014, 528, 2022, 3313, + 19 genes
8545	8545	85	-0.65	0.517	0.998	10735, 55297, 8525, 2101, + 23 genes
2004	2004	209	-0.65	0.516	0.998	7143, 643314, 84900, 7203, + 72 genes
51193	51193	263	-0.65	0.516	0.998	79652, 55225, 25852, 25879, + 81 genes
168620	168620	72	-0.65	0.515	0.998	6748, 9188, 10367, 9834, + 16 genes
4211	4211	26	-0.65	0.515	0.998	92, 7021, 670, 4856, + 5 genes
56242	56242	30	-0.65	0.515	0.998	7561, 440515, 89874, 221, + 10 genes
1831	1831	43	-0.65	0.513	0.998	113791, 27289, 1408, 4528, + 8 genes
2303	2303	30	-0.66	0.512	0.998	51285, 2297, 4803, 182, + 4 genes
100101467	100101467	43	-0.66	0.511	0.998	9295, 5223, 23659, 11201, + 4 genes
23013	23013	78	-0.66	0.511	0.998	1069, 23195, 904, 80045, + 12 genes
3664	3664	49	-0.66	0.511	0.998	29121, 8444, 2030, 23242, + 6 genes
57677	57677	91	-0.66	0.51	0.998	10095, 253959, 140890, 84253, + 22 genes
79192	79192	127	-0.66	0.51	0.998	55079, 1638, 100130958, 116, + 41 genes
162966	162966	30	-0.66	0.508	0.998	25829, 1281, 2137, 55094, + 5 genes
63973	63973	41	-0.66	0.508	0.998	63970, 3769, 8708, 26664, + 18 genes
65243	65243	123	-0.66	0.508	0.998	6018, 64783, 9057, 26135, + 32 genes
7745	7745	134	-0.66	0.508	0.998	55628, 347344, 324, 10113, + 34 genes
7776	7776	87	-0.66	0.508	0.998	9168, 55596, 10533, 93, + 21 genes
54585	54585	175	-0.66	0.507	0.998	55839, 10289, 57149, 63826, + 57 genes
121599	121599	26	-0.67	0.505	0.998	9938, 4049, 50852, 11262, + 3 genes
64397	64397	98	-0.67	0.504	0.998	10260, 23191, 1106, 23005, + 44 genes
11179	11179	130	-0.67	0.501	0.998	7551, 5001, 28234, 2850, + 38 genes
4286	4286	65	-0.67	0.501	0.998	8427, 51339, 9723, 55068, + 10 genes
57801	57801	39	-0.67	0.5	0.998	1613, 11007, 55658, 51042, + 6 genes
162655	162655	182	-0.68	0.498	0.998	54799, 79991, 389677, 9961, + 53 genes
27107	27107	133	-0.68	0.497	0.998	80218, 9454, 9147, 23592, + 47 genes
7579	7579	36	-0.68	0.497	0.998	55870, 200081, 4520, 2140, + 14 genes
166793	166793	177	-0.68	0.496	0.998	54872, 10637, 10482, 1795, + 40 genes
25898	25898	80	-0.68	0.496	0.998	1857, 10427, 10087, 4157, + 29 genes
50805	50805	34	-0.68	0.495	0.998	7476, 810, 6620, 1002, + 14 genes
7564	7564	46	-0.69	0.493	0.998	58500, 2802, 2720, 6344, + 10 genes
7789	7789	30	-0.69	0.493	0.998	4204, 23233, 55175, 55252, + 11 genes
54503	54503	70	-0.69	0.492	0.998	30008, 23187, 64421, 8839, + 16 genes
26038	26038	107	-0.69	0.488	0.998	53841, 6452, 55733, 65264, + 40 genes
389058	389058	57	-0.7	0.486	0.998	27089, 230, 3158, 4603, + 18 genes
57507	57507	79	-0.7	0.486	0.998	301, 6045, 55970, 57573, + 16 genes
84874	84874	66	-0.7	0.485	0.998	11079, 1650, 4548, 9446, + 8 genes
79943	79943	72	-0.7	0.484	0.998	55661, 54968, 90362, 412, + 13 genes
9406	9406	89	-0.7	0.484	0.998	8659, 1974, 2796, 23360, + 20 genes
2908	2908	39	-0.7	0.483	0.998	65993, 2308, 784, 51301, + 17 genes
441234	441234	72	-0.7	0.483	0.998	159963, 51557, 10599, 10214, + 30 genes
4784	4784	98	-0.7	0.483	0.998	79153, 3623, 7474, 57402, + 13 genes
9139	9139	78	-0.7	0.483	0.998	9777, 7701, 23051, 8675, + 22 genes
55818	55818	57	-0.7	0.481	0.998	55252, 348, 8886, 26046, + 22 genes
7552	7552	96	-0.7	0.481	0.998	5325, 79991, 9961, 164656, + 18 genes
85460	85460	84	-0.7	0.481	0.998	146542, 5325, 63891, 54681, + 19 genes
3131	3131	96	-0.71	0.479	0.998	91445, 3773, 2569, 27115, + 29 genes
8856	8856	67	-0.71	0.479	0.998	80003, 150726, 152015, 57047, + 18 genes
1748	1748	93	-0.71	0.478	0.998	5768, 55835, 842, 2660, + 15 genes
2735	2735	108	-0.71	0.478	0.998	186, 2151, 9023, 9737, + 33 genes
727940	727940	26	-0.71	0.477	0.998	2694, 29124, 81697, 7984, + 4 genes
168850	168850	107	-0.72	0.474	0.998	2644, 1121, 7110, 581, + 24 genes
116448	116448	67	-0.72	0.473	0.998	4860, 6545, 5836, 10215, + 24 genes
2304	2304	80	-0.72	0.47	0.998	3852, 1308, 218, 3853, + 17 genes
3198	3198	98	-0.72	0.47	0.998	6615, 4094, 355, 2171, + 13 genes
8022	8022	27	-0.73	0.468	0.998	22983, 79991, 1088, 79574, + 5 genes
57616	57616	210	-0.73	0.467	0.998	90, 53904, 1400, 11245, + 73 genes
10773	10773	101	-0.73	0.466	0.998	25843, 4090, 2764, 3658, + 20 genes
64919	64919	47	-0.73	0.466	0.998	9388, 3932, 8110, 5923, + 17 genes
1745	1745	39	-0.73	0.465	0.998	94025, 83447, 22844, 1746, + 4 genes
22882	22882	94	-0.73	0.464	0.998	6921, 1054, 55299, 54435, + 11 genes
51616	51616	90	-0.73	0.464	0.998	22, 3386, 2710, 5165, + 25 genes
10168	10168	51	-0.73	0.463	0.998	23609, 4292, 80173, 29072, + 23 genes
7181	7181	71	-0.73	0.463	0.998	8703, 27173, 6701, 5781, + 23 genes
7545	7545	26	-0.74	0.458	0.998	2019, 5481, 2296, 10491, + 7 genes
403341	403341	26	-0.75	0.455	0.998	10773, 7182, 54520, 5694, + 2 genes
11281	11281	72	-0.75	0.451	0.998	159963, 51557, 4109, 10599, + 33 genes
346157	346157	103	-0.75	0.451	0.998	6885, 9753, 6820, 22818, + 16 genes
56938	56938	250	-0.75	0.451	0.998	55612, 400451, 5639, 29940, + 50 genes
25925	25925	136	-0.76	0.45	0.998	2037, 63934, 2316, 5687, + 41 genes
26036	26036	34	-0.76	0.45	0.998	10755, 23469, 54989, 23036, + 3 genes
84547	84547	95	-0.76	0.45	0.998	4053, 55080, 203068, 2936, + 20 genes
157848	157848	28	-0.76	0.449	0.998	5972, 6336, 63925, 60506, + 8 genes
128611	128611	203	-0.76	0.446	0.998	149628, 2841, 7185, 4753, + 68 genes
4297	4297	98	-0.76	0.446	0.998	867, 347344, 5049, 11316, + 20 genes
1746	1746	92	-0.76	0.445	0.998	6790, 90362, 6338, 4435, + 18 genes
7627	7627	32	-0.76	0.445	0.998	7699, 79744, 10782, 3622
7741	7741	31	-0.76	0.445	0.998	55092, 3305, 1974, 9753, + 9 genes
79364	79364	39	-0.76	0.445	0.998	80035, 23350, 9450, 2804, + 10 genes
27125	27125	394	-0.77	0.444	0.998	2804, 6643, 8798, 7813, + 97 genes
79190	79190	122	-0.77	0.444	0.998	22808, 6869, 80704, 3929, + 45 genes
5991	5991	41	-0.77	0.443	0.998	4598, 10274, 84975, 80011, + 10 genes
6925	6925	129	-0.77	0.442	0.998	10000, 11107, 8814, 92, + 35 genes
4783	4783	109	-0.77	0.441	0.998	80176, 24139, 1827, 4925, + 27 genes
6871	6871	92	-0.77	0.441	0.998	55720, 8851, 8161, 23360, + 13 genes
1811	1811	87	-0.77	0.44	0.998	22974, 3158, 844, 8835, + 23 genes
10943	10943	239	-0.78	0.433	0.998	81796, 8726, 23158, 7511, + 74 genes
4009	4009	32	-0.79	0.432	0.998	79645, 5654, 80086, 2006, + 8 genes
9831	9831	80	-0.79	0.432	0.998	5576, 22853, 904, 58500, + 23 genes
8626	8626	139	-0.79	0.431	0.998	1288, 63970, 80144, 5295, + 69 genes
64288	64288	38	-0.79	0.43	0.998	11069, 6758, 11065, 442186, + 15 genes
6659	6659	82	-0.8	0.425	0.998	1627, 48, 58516, 10406, + 17 genes
4299	4299	171	-0.8	0.424	0.998	83452, 3159, 51474, 8672, + 50 genes
79698	79698	61	-0.8	0.423	0.998	26047, 8626, 79645, 8646, + 20 genes
1386	1386	176	-0.8	0.421	0.998	23190, 23233, 84172, 2957, + 65 genes
51621	51621	138	-0.81	0.42	0.998	11245, 51321, 5465, 9644, + 51 genes
80264	80264	46	-0.81	0.418	0.998	389, 7428, 51160, 8556, + 18 genes
468	468	116	-0.81	0.416	0.998	55168, 6472, 5824, 51647, + 44 genes
79776	79776	41	-0.82	0.415	0.998	56123, 22925, 5593, 64393, + 12 genes
4488	4488	47	-0.82	0.414	0.998	4547, 55062, 3797, 64097, + 13 genes
222894	222894	25	-0.82	0.412	0.998	56659, 81027, 8929, 3776, + 10 genes
57708	57708	105	-0.83	0.407	0.998	1486, 7407, 51025, 53635, + 36 genes
203447	203447	71	-0.83	0.406	0.998	1842, 6865, 79083, 1293, + 27 genes
7290	7290	135	-0.83	0.406	0.998	1802, 5902, 9783, 55687, + 27 genes
79670	79670	45	-0.83	0.406	0.998	79004, 6801, 60560, 8916, + 8 genes
440097	440097	83	-0.83	0.405	0.998	2151, 51705, 60495, 2295, + 30 genes
4799	4799	52	-0.84	0.4	0.998	51510, 4692, 51271, 54840, + 15 genes
64376	64376	95	-0.85	0.398	0.998	10095, 55297, 253959, 55697, + 26 genes
148103	148103	102	-0.85	0.397	0.998	54839, 6926, 10873, 5031, + 39 genes
4520	4520	70	-0.85	0.397	0.998	79753, 84301, 1350, 6018, + 22 genes
84458	84458	200	-0.85	0.397	0.998	55175, 552, 5692, 7586, + 64 genes
166968	166968	124	-0.85	0.395	0.998	3313, 140890, 324, 54505, + 30 genes
5966	5966	50	-0.86	0.391	0.998	2117, 4012, 832, 23233, + 22 genes
5178	5178	84	-0.86	0.389	0.998	320, 5116, 23649, 3908, + 18 genes
163051	163051	30	-0.87	0.386	0.998	10095, 8751, 8407, 7572, + 8 genes
22880	22880	125	-0.87	0.386	0.998	7371, 55000, 5902, 23223, + 31 genes
7634	7634	28	-0.87	0.386	0.998	4063, 9744, 2672, 10225, + 14 genes
10736	10736	49	-0.87	0.384	0.998	4184, 1152, 7098, 2257, + 8 genes
5926	5926	172	-0.87	0.384	0.998	140890, 23253, 324, 8407, + 44 genes
79862	79862	27	-0.87	0.382	0.998	6738, 55746, 54811, 7678, + 6 genes
7584	7584	71	-0.88	0.379	0.998	9861, 27343, 9145, 79954, + 18 genes
57335	57335	158	-0.88	0.378	0.998	54795, 9859, 2644, 26353, + 43 genes
8328	8328	32	-0.89	0.376	0.998	7177, 932, 676, 3067, + 5 genes
29966	29966	180	-0.89	0.374	0.998	55102, 23406, 80255, 9321, + 56 genes
6940	6940	90	-0.89	0.373	0.998	23654, 22944, 4869, 4054, + 29 genes
728957	728957	26	-0.9	0.37	0.998	496, 56163, 6758, 9721, + 7 genes
7490	7490	106	-0.9	0.369	0.998	586, 23603, 8989, 5176, + 33 genes
7621	7621	29	-0.9	0.369	0.998	5594, 1399, 8897, 91445, + 9 genes
147657	147657	33	-0.91	0.365	0.998	9360, 5718, 90333, 6837, + 17 genes
4090	4090	136	-0.91	0.365	0.998	133619, 10087, 8717, 29086, + 49 genes
84186	84186	130	-0.92	0.36	0.998	5159, 80742, 54868, 11322, + 32 genes
23318	23318	196	-0.92	0.359	0.998	1632, 1350, 5325, 54681, + 60 genes
9070	9070	156	-0.92	0.359	0.998	7994, 55145, 5885, 54968, + 29 genes
8531	8531	147	-0.92	0.358	0.998	8900, 2919, 2975, 2296, + 55 genes
284309	284309	79	-0.92	0.356	0.998	8407, 55709, 57515, 7572, + 19 genes
4088	4088	60	-0.92	0.356	0.998	596, 8804, 8703, 25992, + 15 genes
7553	7553	74	-0.92	0.356	0.998	25879, 7334, 3959, 55246, + 24 genes
59336	59336	26	-0.92	0.355	0.998	7545, 27012, 3170, 242, + 4 genes
64412	64412	143	-0.92	0.355	0.998	8649, 3110, 79183, 27173, + 39 genes
50943	50943	60	-0.93	0.354	0.998	9806, 3560, 3849, 51411, + 20 genes
9575	9575	318	-0.93	0.354	0.998	11337, 79598, 10427, 30837, + 102 genes
4661	4661	179	-0.93	0.353	0.998	83482, 10903, 50804, 10814, + 56 genes
81856	81856	41	-0.93	0.353	0.998	9784, 389677, 6872, 347344, + 11 genes
6774	6774	95	-0.93	0.352	0.998	51280, 4763, 55970, 11056, + 22 genes
8320	8320	38	-0.94	0.349	0.998	8302, 3003, 149628, 2841, + 15 genes
389114	389114	34	-0.94	0.348	0.998	79608, 79365, 57396, 8473, + 13 genes
604	604	73	-0.94	0.348	0.998	677, 54910, 5603, 4122, + 16 genes
2355	2355	82	-0.94	0.345	0.998	9180, 5271, 9828, 54796, + 17 genes
7551	7551	80	-0.94	0.345	0.998	4332, 5001, 113, 6386, + 24 genes
5079	5079	45	-0.95	0.343	0.998	1286, 973, 148753, 9834, + 15 genes
6492	6492	32	-0.95	0.342	0.998	643314, 7266, 26230, 862, + 9 genes
84307	84307	74	-0.95	0.341	0.998	54799, 79635, 55607, 2014, + 19 genes
10655	10655	71	-0.95	0.34	0.998	26577, 171546, 23026, 1036, + 20 genes
147687	147687	30	-0.95	0.34	0.998	22941, 79673, 388567, 162972, + 6 genes
256297	256297	27	-0.96	0.337	0.998	58510, 7404, 23491, 55741, 1543
4306	4306	77	-0.96	0.335	0.998	3908, 7004, 220965, 9452, + 23 genes
128553	128553	192	-0.98	0.329	0.998	186, 26050, 60495, 56128, + 72 genes
22947	22947	28	-0.98	0.328	0.998	4942, 2569, 56934, 28234, + 3 genes
23660	23660	37	-0.98	0.325	0.998	6752, 11135, 55610, 1595, + 16 genes
27033	27033	60	-0.98	0.325	0.998	939, 9834, 9806, 4050, + 18 genes
84614	84614	26	-0.98	0.325	0.998	55870, 116987, 6651, 4012, + 9 genes
10260	10260	115	-1	0.319	0.998	10746, 324, 1121, 7110, + 28 genes
284406	284406	28	-1	0.317	0.998	22928, 346157, 54961, 140578, + 6 genes
678	678	174	-1	0.317	0.998	2745, 9772, 5325, 9637, + 48 genes
266743	266743	101	-1	0.316	0.998	51285, 6710, 27255, 3779, + 23 genes
1052	1052	57	-1.01	0.312	0.998	9546, 4616, 5187, 357, + 8 genes
27332	27332	134	-1.01	0.311	0.998	9147, 79635, 55037, 1455, + 47 genes
4808	4808	43	-1.02	0.31	0.998	64405, 1308, 4998, 6491, + 13 genes
10794	10794	31	-1.03	0.303	0.998	643314, 146542, 7803, 6018, + 9 genes
56751	56751	30	-1.03	0.302	0.998	3347, 408
2033	2033	43	-1.03	0.301	0.998	5594, 55175, 55135, 2957, + 18 genes
9569	9569	85	-1.04	0.299	0.998	474344, 7048, 4126, 10732, + 14 genes
5453	5453	40	-1.04	0.298	0.998	939, 4068, 4070, 7783, + 14 genes
6936	6936	116	-1.04	0.297	0.998	57175, 9114, 51002, 79828, + 34 genes
2100	2100	56	-1.05	0.292	0.998	53841, 23015, 5260, 258, + 22 genes
221937	221937	137	-1.05	0.292	0.998	9883, 4204, 10691, 317762, + 59 genes
63934	63934	37	-1.06	0.29	0.998	57573, 346157, 84975, 7552, + 9 genes
80829	80829	77	-1.06	0.287	0.998	146712, 10746, 5049, 2967, + 21 genes
5083	5083	44	-1.07	0.286	0.998	201501, 9723, 80736, 2261, + 5 genes
80778	80778	57	-1.07	0.286	0.998	9166, 5445, 10158, 2590, + 8 genes
1875	1875	165	-1.07	0.285	0.998	25879, 1736, 30846, 54795, + 50 genes
2672	2672	55	-1.07	0.285	0.998	10225, 3823, 23059, 9437, + 30 genes
59335	59335	40	-1.07	0.284	0.998	5547, 10807, 2253, 2161, + 17 genes
